Latin Name,Common Name,Taxon_groug,Obs_Abunda,Grid_ref,Event_Loca,Sample_Loc,Sample_Dat,Sample_Yea,Sample_Rec,Obs_Determ,Determinat,Determiner,Determin_1,Obs_Record,Sample_Com,Survey_Nam,Obs_Commen,Specimen_N,Recommen_2,Obs_Key,All_Design,lat (generated automaticaly using geodesy-test3.html from grid ref),lat (generated automaticaly using geodesy-test3.html from grid ref)
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY36D,Gretna,Gretna,22/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",22/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LB,,54.98821965,-3.08767594
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY36D,Gretna,Gretna,16/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000H2DH,,54.98821965,-3.08767594
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY26,Nutberry,Nutberry,11/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",11/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000H2DG,,54.92824551,-3.249914331
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY36D,Gretna,Gretna,09/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",09/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000H2DK,,54.98821965,-3.08767594
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY36D,Gretna,Gretna,09/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",09/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000F3LC,,54.98821965,-3.08767594
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,NY36D,Gretna,Gretna,08/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",08/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000H2DJ,,54.98821965,-3.08767594
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY36D,Gretna,Gretna,08/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",08/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080O0000000000000000,SR0004450000H2DF,,54.98821965,-3.08767594
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY36D,Gretna,Gretna,06/06/1934,1934,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/06/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080P0000000000000000,SR0004450000F09L,,54.98821965,-3.08767594
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY36D,Gretna,Gretna,19/07/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/07/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080P0000000000000000,SR0004450000F09M,,54.98821965,-3.08767594
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY36D,Gretna,Gretna,14/07/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/07/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080P0000000000000000,SR0004450000F09P,,54.98821965,-3.08767594
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY36D,Gretna,Gretna,10/05/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",10/05/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080P0000000000000000,SR0004450000F09N,,54.98821965,-3.08767594
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY36D,Gretna,Gretna,29/06/1934,1934,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",29/06/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080T0000000000000000,SR0004450000F42Y,,54.98821965,-3.08767594
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,2 Count of Adult Female,NY36D,Gretna,Gretna,22/05/1934,1934,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",22/05/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080T0000000000000000,SR0004450000F42W,,54.98821965,-3.08767594
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY36D,Gretna,Gretna,18/05/1934,1934,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/05/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080T0000000000000000,SR0004450000F42X,,54.98821965,-3.08767594
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,6 Count of Adult Male,NY36D,Gretna,Gretna,16/08/1933,1933,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/08/1933,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080T0000000000000000,SR0004450000F42V,,54.98821965,-3.08767594
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY3855,Morton,Morton,17/06/1921,1921,James Murray,James Murray,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",17/06/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1942.35,00010G0U05010W1Y080V0000000000000000,SR0004450000F4BB,,54.8858845,-2.96800019
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY45,Carlisle,Carlisle,31/08/1941,1941,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/08/1941,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SS,,54.84120316,-2.935787126
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY45B,Blackwell,Blackwell,30/07/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/07/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3QO,,54.86372566,-2.9285187
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY5151,Cumwhitton Moss,Cumwhitton Moss,27/05/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/05/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RC,,54.85138823,-2.764694754
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY42S,Pooley Bridge,Pooley Bridge,25/05/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/05/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SZ,,54.61280781,-2.829891525
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,20/04/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",20/04/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RG,,54.84575528,-2.928105889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,3 Count of Adult Male,NY3952,Cummersdale,Cummersdale,14/08/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3QN,,54.85905242,-2.951778851
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY2058,Anthorn,Anthorn,08/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",08/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RA,,54.91027725,-3.249357361
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,2 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",07/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3R9,,54.88067841,-3.053602889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY5046,Armathwaite,Armathwaite,14/08/1920,1920,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1920,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SU,,54.80636125,-2.779401838
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,2 Count of Adult Female,NY35Z,Kingmoor,Kingmoor,18/05/1919,1919,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/05/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RB,,54.91739374,-2.960956106
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY5151,Cumwhitton Moss,Cumwhitton Moss,10/05/1919,1919,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",10/05/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3TJ,,54.85138823,-2.764694754
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35R,Newby Cross,Newby Cross,03/05/1919,1919,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/05/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SY,,54.86323319,-2.990827425
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,4 Count of Adult Female,NY45A,Durdar,Durdar,19/05/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RF,,54.84575528,-2.928105889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY4174,Black Lonning,Black Lonning,05/05/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RE,,55.05696371,-2.925159353
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,28/04/1918,1918,F.H. Day,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3RD,,54.84575528,-2.928105889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,2 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",12/05/1913,1913,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/05/1913,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SX,,54.88067841,-3.053602889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,Aug-04,1904,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Aug-04,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3QP,,54.84575528,-2.928105889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,Aug-04,1904,F.H. Day,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Aug-04,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080F0000000000000000,SR0004450000F3QQ,,54.84575528,-2.928105889
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,10/09/1944,1944,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",10/09/1944,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3TM,,54.84575528,-2.928105889
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35Z,Kingmoor,Kingmoor,28/06/1943,1943,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/06/1943,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3U6,,54.91739374,-2.960956106
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",06/06/1942,1942,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/06/1942,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3U1,,54.88067841,-3.053602889
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,15/08/1940,1940,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/08/1940,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3TQ,,54.84575528,-2.928105889
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",18/06/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/06/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3U2,,54.88067841,-3.053602889
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",27/06/1920,1920,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/06/1920,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3U5,,54.88067841,-3.053602889
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY2058,Anthorn,Anthorn,06/06/1920,1920,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/06/1920,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3U4,,54.91027725,-3.249357361
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",29/06/1918,1918,F.H. Day,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",29/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080G0000000000000000,SR0004450000F3U3,,54.88067841,-3.053602889
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45,Carlisle,Carlisle,Sep-46,1946,F.H. Day,F.H. Day,Unconfirmed,,Sep-46,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BF,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.84120316,-2.935787126
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY35Z,Kingmoor,Kingmoor,28/07/1945,1945,F.H. Day,F.H. Day,Unconfirmed,,28/07/1945,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BE,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.91739374,-2.960956106
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,10/09/1944,1944,F.H. Day,F.H. Day,Unconfirmed,,10/09/1944,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BD,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.84575528,-2.928105889
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45,Carlisle,Carlisle,27/06/1944,1944,F.H. Day,F.H. Day,Unconfirmed,,27/06/1944,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BK,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.84120316,-2.935787126
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY15B,Silloth,Silloth,Sep-43,1943,F.H. Day,F.H. Day,Unconfirmed,,Sep-43,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BH,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.85925324,-3.395780949
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,24/08/1943,1943,F.H. Day,F.H. Day,Unconfirmed,,24/08/1943,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BI,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.84575528,-2.928105889
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45,Carlisle,Carlisle,13/07/1941,1941,F.H. Day,F.H. Day,Unconfirmed,,13/07/1941,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BL,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.84120316,-2.935787126
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY3952,Cummersdale,Cummersdale,14/08/1921,1921,F.H. Day,F.H. Day,Unconfirmed,,14/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BG,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.85905242,-2.951778851
Bombus distinguendus,Great Yellow Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,03/08/1901,1901,F.H. Day,F.H. Day,Unconfirmed,,03/08/1901,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080J0000000000000000,SR0004450000F4BJ,"BAP-2007, Notable-B, Scottish_Biodiversity_List, UKBAP-2007",54.84575528,-2.928105889
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY15H,Skinburness,Skinburness,15/08/1961,1961,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/08/1961,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HU,,54.87757491,-3.365241582
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45,Carlisle,Carlisle,30/07/1942,1942,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/07/1942,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HT,,54.84120316,-2.935787126
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY35Z,Kingmoor,Kingmoor,25/08/1934,1934,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/08/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HQ,,54.91739374,-2.960956106
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45,Carlisle,Carlisle,Jul-22,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Jul-22,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HL,,54.84120316,-2.935787126
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY3952,Cummersdale,Cummersdale,14/08/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HO,,54.85905242,-2.951778851
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,NY3952,Cummersdale,Cummersdale,14/08/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KM,,54.85905242,-2.951778851
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of worker,SD09I,Drigg,Drigg,22/07/1921,1921,F.H. Day,F.H. Day,Unconfirmed,,22/07/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3KK,,54.35467477,-3.501721036
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female; 2 Count of Adult Male,SD09I,Drigg,Drigg,22/07/1921,1921,F.H. Day,F.H. Day,Unconfirmed,,22/07/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HN,,54.35467477,-3.501721036
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,2 Count of Adult Male,SD09I,Drigg,Drigg,Jul-21,1921,F.H. Day,F.H. Day,Unconfirmed,,Jul-21,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HP,,54.35467477,-3.501721036
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,2 Count of Adult Female,NY35Z,Kingmoor,Kingmoor,24/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HY,,54.91739374,-2.960956106
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY2058,Anthorn,Anthorn,08/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",08/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3HZ,,54.91027725,-3.249357361
Bombus (Megabombus) hortorum,Small Garden Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",07/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080K0000000000000000,SR0004450000F3I0,,54.88067841,-3.053602889
